100000 100000
1 96810 37365
1 81721 90212
1 5607 66866
1 24259 96253
0 80712 39205
0 47967 41432
1 96497 63548
2 23316 39607
1 89322 96401
0 83310 48098
2 61947 84398
1 91792 90383
2 92434 98636
2 48017 53191
2 56483 77349
2 64569 87695
1 42661 33967
0 35661 54403
0 29057 52038
0 47014 85140
1 10591 70583
2 1810 27025
1 17811 22412
0 99250 12382
0 50701 61653
0 64842 33498
2 81752 21543
0 24549 78603
0 67850 5107
2 58393 13390
1 44351 17980
0 12472 3779
0 61518 57786
2 26780 17608
2 28799 2234
0 28055 61977
0 24970 44375
1 65658 9956
1 14575 91414
2 73809 74154
0 48292 32802
0 70071 68127
1 94121 37112
0 99525 65282
1 82721 70208
1 78622 14089
1 70608 81993
2 89294 43823
0 11529 88795
2 26251 24340
2 38622 63768
2 29664 80475
2 27504 73906
0 3676 28738
0 67942 75732
0 96163 60267
1 25653 19683
0 2087 88112
1 78961 89575
2 4560 24509
1 78761 66045
0 51520 52986
2 22848 81961
0 31824 28715
2 89009 29853
1 94757 72540
1 77521 60435
0 51656 14300
0 60333 76274
1 37246 11253
0 54848 14619
1 44229 8948
0 94126 84970
2 60596 30077
0 7650 75122
2 88214 84617
1 34696 22075
0 32583 38466
2 23439 37341
1 23457 98615
0 929 81947
2 56358 72521
1 51988 24964
2 39121 36134
2 70669 98455
2 61047 85619
2 50714 33233
2 6505 79497
1 4109 18295
0 12652 43207
0 56832 35046
1 59907 80539
0 16271 84308
0 56753 11569
0 48804 33712
2 34657 39047
1 65521 85848
1 79362 17376
0 1303 22578
2 84556 82870
2 85089 69226
1 27479 52940
0 41261 24483
2 30483 90105
1 18330 93419
2 55238 20298
2 73071 82684
2 81538 9528
2 38879 14722
2 10598 93587
2 76040 15432
0 40742 13779
1 97042 98876
1 10133 25621
1 72961 79504
1 90150 88975
2 27320 68143
0 69242 46240
0 36019 53046
2 96825 18204
2 93975 87327
0 976 97944
1 44488 17523
1 3293 89339
0 51684 25120
1 46262 81838
0 51275 73261
1 39661 60951
0 16423 68531
1 36867 22584
0 95191 53264
1 68120 802
0 5479 10938
1 97311 19571
1 54546 79046
2 96328 24472
2 10796 11250
0 60273 38086
2 97175 18341
1 1873 41526
2 43285 7131
0 43497 72749
1 40261 24902
0 6451 80930
2 4116 78210
1 61041 61908
0 85523 62062
1 72745 36983
1 25329 64677
1 29781 62689
2 31141 41542
0 95420 49548
2 65547 92201
0 52942 33206
2 82757 60966
0 24033 43859
0 44675 22280
1 37708 55865
1 663 67478
2 49773 62919
2 5430 67708
0 88279 94646
1 88908 54234
0 21994 39359
0 73154 95407
1 90791 23472
1 48533 78222
2 69990 23105
1 43225 57619
0 52788 71822
1 43206 86086
0 88269 7626
1 3815 19059
1 53739 42450
0 13107 25971
1 99357 94762
0 60648 67480
1 71402 37501
1 618 35249
1 38338 67838
0 41753 1590
2 84280 77793
2 46068 52018
0 53708 53716
2 57633 21880
0 57066 95042
2 14314 55469
1 91161 53773
0 4071 25712
0 3947 71112
1 10576 62856
2 10953 2058
2 59705 55600
2 40009 51331
1 34317 46691
1 15853 99651
2 25410 53609
2 42670 88225
2 7590 71967
0 93125 20604
0 86097 53984
0 62489 48929
0 53269 68645
2 76621 70250
0 23019 6214
1 86418 90478
2 71727 84783
0 68527 41594
2 19092 66049
2 81910 26813
0 10700 53655
1 72958 72656
0 68835 59816
2 41097 50555
0 1160 20526
1 62753 51494
2 25100 39675
2 52021 47797
0 22718 15866
1 2348 2332
0 43807 78705
1 23563 32088
0 6007 23428
0 66025 39073
0 49592 15568
1 96180 12520
1 49150 85794
1 53869 73560
2 35077 33719
1 19808 67273
1 98644 27070
1 11689 47821
2 60785 60845
2 3042 24317
1 43262 14746
2 68213 93569
0 25430 85982
0 60084 34794
2 78723 11799
0 23366 21450
0 79966 30206
0 9631 8208
2 28535 65353
2 96611 30686
0 88568 49817
1 62404 4858
2 94142 70374
2 52026 32095
2 51148 84797
2 3872 12960
0 30793 98552
1 19840 25029
1 67747 72572
1 3647 15460
2 40931 72571
0 69596 99075
2 33085 34484
2 85998 48648
0 86620 86466
2 63822 27493
2 34013 6634
0 3799 39311
1 66777 99189
1 76964 13707
2 46885 74807
0 5784 82834
1 47291 35940
0 53740 81394
2 62831 59997
0 36776 79252
0 94604 54474
0 5558 96535
0 97591 83946
2 50846 62852
1 32963 48123
2 29556 91565
0 94836 41325
2 80173 22441
0 11595 4830
2 32252 28287
2 81083 35017
2 51924 40726
1 95713 65931
1 11208 97383
0 73348 80313
0 39369 53437
2 85866 22957
2 7409 81062
0 75796 67600
1 75282 59304
0 92752 13834
2 77794 25378
2 35818 76023
1 23028 28358
1 48693 31754
2 74244 71350
0 90337 22063
2 18637 35772
2 23826 33705
2 18079 19959
0 73665 57223
0 39087 94003
2 92315 71934
1 46816 95187
1 15007 62474
1 10901 22852
0 99713 41679
1 4206 73576
0 89722 34754
2 15179 50379
0 89540 32764
0 42383 67087
0 29935 60147
0 73480 15907
0 17313 28855
1 37034 63767
1 6452 74638
2 22593 37263
1 70250 77326
2 16216 87982
0 16369 70539
1 88007 819
2 8951 92416
2 42135 51422
1 69268 72358
1 57155 41127
1 27470 10829
1 13126 67461
0 35167 47456
2 20469 83748
2 81345 81910
0 12686 92538
0 28316 22174
2 6222 97838
2 85781 76148
2 94136 82980
1 52762 86096
1 99863 11779
0 54283 73936
1 89373 66867
1 14553 85148
2 89584 89436
1 79892 98853
2 67708 84654
2 65719 22967
1 61270 87465
2 63971 9862
2 31116 20004
1 60065 48861
0 46844 55517
2 17791 75525
2 24038 55561
2 34364 46106
1 19705 52502
0 85215 1355
2 47830 23317
0 45560 63172
2 87300 24457
2 61986 31712
1 85864 85355
0 6465 88911
1 7441 21519
1 82284 92492
2 73200 31754
0 79335 38604
0 51905 48834
2 19485 89879
1 12115 51747
0 96488 79613
1 52941 76186
2 52519 142
2 75993 23649
2 99515 86055
1 81770 9523
2 9031 28122
1 70875 38643
0 80583 46580
0 39358 79368
1 47755 26021
1 75321 5684
2 25612 66032
0 8597 19612
0 92620 93441
2 35419 77359
2 86204 20535
2 4611 73090
1 84790 83357
1 87839 11693
2 60160 28486
1 60562 96911
1 56827 87798
0 13836 17574
2 78800 4811
1 82344 93041
2 4875 87722
1 17092 50836
1 4931 19245
1 26768 76578
2 79766 46276
1 72458 7651
0 52593 15199
2 99077 75182
2 57836 37060
2 30295 16434
2 77912 68187
1 76002 30264
2 74472 30631
0 94387 74396
2 43495 67573
1 61528 74121
0 93993 56732
1 25023 2189
0 52881 97248
1 85352 20608
1 1340 30556
1 26243 80035
2 96248 74488
2 74774 80163
2 17459 68941
0 5384 75504
0 62182 60018
0 81212 93747
1 29520 91953
2 22331 51353
1 50049 95211
1 71805 83215
0 69810 82305
2 54239 9341
0 66764 52632
1 42490 65854
2 99812 23506
0 23534 33869
1 78355 97439
2 60492 45454
0 56264 79893
2 51489 87640
1 89397 66487
1 46030 2551
0 37661 88331
0 21144 39435
0 10728 52347
0 44159 82542
2 19778 29142
0 222 69232
2 41051 8338
2 70146 42476
1 471 79397
1 90480 31494
0 17292 42463
1 35007 33477
2 81880 50435
1 6117 79127
2 23468 4191
0 38954 42420
0 86657 88333
1 25441 71204
2 34486 46451
2 65627 31674
2 70001 5755
1 34486 66233
0 68873 81056
0 92982 37786
2 52732 44883
2 89634 63153
0 39117 23401
0 81329 231
1 59541 61842
0 84980 78146
2 32522 12858
2 1773 81329
0 38298 72401
1 76496 48907
0 21163 81863
1 19868 38884
2 68935 74679
1 51790 52585
0 74174 38570
1 25016 39087
2 4323 4807
2 23020 81013
1 48363 64592
2 48648 39618
0 88070 10065
1 89220 94074
0 76256 63986
1 74187 7896
1 60133 15292
1 7651 66384
0 26848 51334
0 43624 17357
1 19427 68799
1 38437 26864
1 27681 40199
2 83979 97790
0 98267 86386
1 5361 34447
1 10288 95408
1 93063 71566
0 35408 20442
0 16730 23040
1 49160 65826
0 86316 18061
0 43006 22894
2 38070 86567
2 11082 93171
2 94092 86116
2 81871 67479
2 48201 27887
2 65213 41561
0 25402 53459
0 31156 73090
2 64037 29785
1 96842 33093
1 60323 27085
0 42750 54700
0 21215 33658
1 55243 34935
0 43563 54645
0 82262 65637
2 33414 13099
0 203 4960
2 75445 21376
0 89577 67704
2 28562 37917
0 89659 43031
1 58753 87864
1 67215 6349
1 89459 14696
0 29354 1742
2 52854 65179
1 11329 78676
2 28251 5944
0 71567 26349
1 20832 38980
1 73241 96931
1 11926 47297
0 14837 68542
2 92878 96683
2 3409 54416
0 44665 99449
2 28092 54061
2 60433 86324
1 21839 72695
2 98875 93397
2 65252 78705
1 19763 30120
0 25662 73376
2 91433 28328
2 62661 35693
0 59216 84889
1 24512 42148
1 87533 12599
2 9660 80738
0 37783 7698
1 24751 81536
1 24632 82161
1 83227 88336
1 35347 58678
2 62109 12051
0 21029 50851
2 64339 75305
1 69530 45177
0 43486 21840
1 16375 2301
0 89973 11151
2 92807 16920
1 66761 82455
1 40101 91888
0 23404 8420
1 20799 38483
2 85829 98183
0 6294 51373
0 83457 85239
2 43505 2180
0 30876 89773
0 20086 61787
1 39575 28401
1 290 55220
1 6049 80944
1 47540 14214
1 76022 55275
0 2470 89202
1 77998 10156
1 50633 63508
0 1595 18581
2 85597 18620
2 97600 51289
0 29602 30286
0 70241 78528
0 99441 52994
2 55664 69861
0 38091 8136
1 9899 35596
1 697 88095
1 54652 62631
0 13765 4749
1 81544 83073
2 45287 29439
0 7779 32306
2 75014 91763
0 35561 5328
2 47718 15496
0 19605 76419
0 4959 67351
1 57010 94731
2 58020 58394
1 98441 60441
1 27915 86234
0 10445 54209
1 37058 47545
0 4733 87315
1 51369 7563
2 81692 72112
1 42210 85555
1 20661 34215
2 2564 77986
0 87983 78490
2 15223 76329
1 25909 79874
1 16634 90173
1 57459 45434
1 13394 31310
1 51924 35925
1 49453 28527
2 17466 63057
0 34918 67345
1 91371 33135
0 94738 6952
2 5077 42843
1 23351 25540
1 9460 29797
0 84183 27173
2 76074 19511
2 34896 59569
0 69337 48902
2 57723 26173
0 90888 61421
1 2618 18897
0 84519 8816
1 23724 89668
1 1692 55956
1 79345 66647
1 73616 23498
1 5141 1421
1 92851 43348
0 69090 29574
0 19875 55638
1 37165 42607
0 2228 43852
2 56029 51254
2 58809 67247
0 48443 80230
2 73441 97639
2 92906 21464
1 78500 1419
1 78112 23861
2 76702 76190
1 23302 97222
0 92756 72748
0 30122 23529
1 55294 40918
1 75904 12364
2 40167 85936
0 45767 97657
2 54338 84869
2 74998 98890
0 42265 32344
1 59983 49140
0 78335 8045
1 76778 74887
0 2070 59147
2 88115 77962
2 87989 88370
0 31674 84635
0 93159 83261
1 20936 13190
1 47600 44549
1 98989 26064
2 97757 59959
1 74740 83808
1 25227 45968
1 23004 63093
1 31597 30134
1 31178 23340
0 14032 59481
0 50355 73929
0 24479 60316
2 44432 59036
2 47157 66041
0 66122 26562
1 25725 1586
0 70539 78390
2 51196 4538
1 85000 11164
1 57919 570
1 67796 93687
1 59303 87978
1 4156 45351
1 72831 21818
2 18906 13705
2 50268 50037
1 47966 20020
2 72751 61145
1 64155 57171
0 45765 10567
2 43111 91297
2 42278 2166
2 8452 28610
0 37901 86024
1 10272 16717
1 96100 82257
0 63064 50949
2 15712 14609
1 13321 58192
0 82147 71984
2 10797 18652
2 73373 42038
1 59231 26486
0 76628 66103
1 21012 16150
2 19011 55613
0 67644 47962
2 88477 36938
2 67280 80695
0 42501 66174
1 83412 89578
1 82434 11049
0 23631 60952
1 19188 46810
2 82692 31064
1 20482 77645
1 62060 76675
0 41005 90033
0 98783 49863
2 81924 11778
2 79175 16529
0 20164 87731
0 55744 97514
1 9726 38696
2 56953 84310
0 65912 45059
2 9561 65473
1 79916 22387
0 22960 48705
2 92623 1026
0 72927 47917
2 55695 48207
1 50333 49894
1 22457 55588
2 10523 20277
1 71637 25715
1 46795 6226
1 26606 52012
1 53366 80953
1 50119 94508
1 58862 1596
1 19114 80978
2 35788 69595
1 78428 27994
0 71526 5110
2 90576 86254
2 7537 49943
0 25599 86096
2 85012 44506
0 64047 15976
1 20344 1023
1 37885 61048
2 30110 57265
2 54729 4631
2 73759 64436
0 96247 68209
2 17581 48563
2 38475 2142
1 39251 41725
0 83740 52678
2 53733 33140
0 54335 57149
1 30727 80101
2 94755 65111
2 713 54544
1 65105 72080
1 69838 14233
1 43951 59147
1 10792 41610
1 38759 73130
2 33793 89408
2 9106 57846
0 90662 14907
0 8822 49286
0 38155 59718
1 69425 23327
1 58473 92778
0 49128 6075
1 75531 31569
2 414 45498
2 80124 25918
1 49316 89671
0 67302 73868
2 87558 88846
0 94543 13685
1 36302 61786
1 11297 92901
0 25942 53448
2 6423 81160
0 39443 30584
2 40090 21840
0 58325 8359
2 96958 3958
2 51533 5911
2 52779 97219
1 97935 92946
1 64142 42261
1 7580 56001
2 24887 92786
0 74397 97572
0 81734 11097
2 58085 45914
0 31978 34401
2 69922 92120
2 46745 61320
2 99984 25670
2 83228 4911
1 65018 77766
2 7168 23860
2 89100 5200
0 27267 65984
1 42930 20987
0 1882 23572
0 58194 12170
2 35951 21452
0 96410 65193
1 34952 6981
0 99947 90693
0 62460 84363
0 90964 63048
1 40200 49034
0 10494 42256
2 28857 46430
0 60518 1337
1 53503 83596
1 50743 51023
2 1755 10436
0 99955 91439
0 9945 10386
1 25103 28444
0 95165 79966
1 70843 23003
0 39793 19506
2 27314 73270
1 27625 87012
1 84739 5655
0 65145 55194
0 73511 25160
0 57830 54572
0 20941 87058
1 75266 2273
2 19029 30954
2 52648 49987
0 36370 90909
0 26090 6287
0 61471 50704
0 74011 20447
1 26439 58297
1 90408 45206
1 11069 33710
0 29276 91806
2 77331 12842
2 27832 91082
1 3921 5596
2 28078 79913
0 77519 23142
0 24674 59086
0 15095 47999
0 93745 74472
2 19811 34535
0 23942 99917
1 14687 85294
1 21155 70251
0 91528 80048
1 56980 59181
1 36082 17160
0 92197 16638
2 75440 70876
0 42544 25970
1 36840 88683
1 16525 4524
2 89991 23054
0 32590 33312
1 74442 83390
0 37547 93466
1 14557 20579
2 26202 87370
2 55224 58739
0 52112 66411
0 92033 69887
2 3474 85665
0 90152 9956
0 56135 5226
0 32183 22838
0 54425 91711
1 43277 36788
2 43900 53705
0 38594 16312
1 64835 49159
2 2912 16765
1 89061 351
1 39295 4332
0 60558 70055
0 17704 19842
2 22850 71786
1 13492 32297
1 45568 15064
0 88990 75153
2 30343 24572
0 80030 91719
1 69259 65885
2 89755 26195
1 42395 623
2 62765 65436
0 39482 37518
1 8450 88438
0 49768 11483
2 29607 52496
1 97251 88318
1 89639 18422
2 45477 68517
1 93973 3706
1 86936 27870
2 81947 59101
1 9902 20376
1 17202 35188
0 60327 85714
0 52856 78020
1 58557 59678
0 69644 23281
1 86753 77674
2 12842 93612
1 62329 27273
2 32278 86649
1 58912 90768
0 26938 90733
0 40457 78683
1 37212 70991
2 84221 45441
1 56038 83947
0 16511 14723
1 32066 81047
0 30313 94165
1 56350 57821
2 76956 75618
1 17397 44568
0 50678 15038
2 67829 73091
2 23176 77398
2 94638 41215
1 81654 83508
1 11653 21011
2 61749 67914
2 4424 55484
2 83395 49891
2 78707 4693
0 71592 63612
0 12063 96760
2 2294 70491
2 29676 80323
0 79790 18884
0 14823 549
0 74890 79496
0 33476 65442
0 38204 9029
2 4927 2008
2 76046 96182
1 42573 90762
2 10582 390
2 55313 74649
0 16602 839
0 40755 75497
2 84968 77693
2 5611 65255
2 1314 2276
0 19173 22825
1 82429 16976
2 79505 1726
0 17938 72753
2 78640 91488
2 22611 69913
2 26341 39402
0 34235 60808
0 42106 12362
2 576 94479
2 59188 76258
0 16462 82396
2 64083 17890
0 29247 23180
0 44883 50828
0 69451 58210
1 56725 59270
2 24423 32889
0 17815 34951
0 1963 78486
1 74302 58287
1 46115 37044
2 60450 24183
1 7614 22750
1 85699 76921
0 74950 23303
0 10838 58585
0 84612 6138
1 2431 70036
0 73643 79377
0 88033 36909
2 48976 77138
0 74603 45697
0 84121 43432
0 10871 53571
0 48856 4313
2 20825 71464
1 34788 19636
2 41631 83701
2 33330 18589
0 5272 78310
0 71432 9264
1 51972 9099
2 86684 10911
2 10927 64055
0 14039 74627
2 20009 49203
0 9464 65836
2 29688 35496
0 18450 50125
0 20784 35038
2 96588 72226
0 10998 44329
1 85841 42738
0 48138 96758
1 50247 10452
1 72725 70657
1 61918 40908
2 39016 14725
1 54565 81936
1 66547 6782
0 68881 86970
0 83737 91448
0 1106 86298
2 41985 75317
1 88292 50724
2 76955 28448
1 7621 48210
1 25589 49413
2 77676 54675
0 51337 55842
0 79156 67374
2 45937 29235
0 9318 86476
1 98378 23553
2 32239 8253
0 49625 75657
2 57109 87166
0 77787 725
0 51686 28959
1 54402 83566
1 80013 62115
1 76506 53040
0 73611 13170
0 58117 70015
0 47648 54140
1 72411 52427
1 93710 6911
1 53466 87120
2 24054 35753
0 31944 86337
0 39889 71728
2 80644 30861
0 96400 46599
1 62066 25993
1 9490 36933
0 81432 93272
2 16848 9157
2 84324 21079
2 37761 41322
0 95937 68418
2 22040 62967
2 34100 18805
2 70157 75941
0 97039 51170
2 70575 63128
1 29183 86828
0 38722 17757
1 43085 81741
2 70101 6963
1 18045 87561
0 4981 30325
0 72855 57418
1 87160 3387
2 94166 66972
1 15289 20959
1 46004 12820
2 87176 79084
2 55159 12725
1 19574 89248
0 3886 66703
1 72291 22698
0 51158 30519
0 43387 81434
1 68439 15006
0 64539 23362
2 92720 96900
0 77750 33934
0 76380 56041
1 78345 61471
1 93885 13592
0 64834 74463
0 81295 81104
0 14867 24113
2 63521 87840
0 96936 73543
0 77885 90196
2 11607 49222
1 20032 83463
0 65680 88674
0 51933 39507
1 71259 28992
0 87110 7938
1 67956 90369
0 33134 11028
1 11442 969
0 53488 52870
2 55966 52622
1 29033 90096
1 86187 88429
2 76331 49771
1 99800 27484
2 37886 17114
2 68064 14788
0 55469 62837
1 65134 88678
1 19489 30147
2 93874 37042
0 40314 14514
2 24244 31377
1 9621 29547
1 31864 46483
1 54092 5108
0 39910 75655
0 10430 87150
1 26579 93983
2 51095 37288
0 80869 94549
1 15974 50161
0 20622 90690
1 16924 13155
1 1675 86393
2 71863 99821
1 80122 36893
1 75162 12854
2 11495 3783
2 54970 56627
2 46158 6534
0 95910 30957
2 20555 58751
0 27647 8796
0 84068 59189
2 98812 20671
2 41139 8520
1 73946 29088
2 285 38479
0 95670 54335
1 76389 11206
1 24759 97510
0 30914 29602
0 44235 7337
2 54459 87707
0 83549 82410
1 29543 30412
0 26064 68859
2 14613 96166
2 20550 26048
1 37018 6514
0 50743 52184
0 84993 6839
1 64156 62019
2 38335 65276
2 15567 44534
0 52034 50937
1 71118 58544
2 17985 85915
0 94669 57896
0 62220 12044
0 26379 53915
1 88718 24303
1 3370 52036
2 92715 58370
1 2483 56641
2 61866 73953
2 33343 4495
2 64356 73956
0 81892 49168
0 81375 88263
0 61761 64764
2 3427 27582
0 86884 20444
1 67476 6324
1 73403 40556
2 78919 30325
2 79604 67053
0 5376 56339
2 49818 48487
2 34351 20842
2 63395 76871
2 23106 63363
2 21517 64956
0 67819 2592
0 41227 99904
0 20744 96117
1 14949 55762
0 77714 70556
2 8056 61308
2 60571 87778
0 94828 18872
0 98028 93923
1 53466 50430
0 42198 83863
1 55718 46516
0 8309 6891
0 80857 60211
2 89690 35005
2 7363 59813
1 97531 92085
2 68626 22409
2 77189 61735
0 68121 76282
0 1764 20321
0 81194 50006
1 30071 49691
1 41930 70005
0 18274 60510
1 1334 96022
1 9241 17246
0 54441 15758
2 93585 49461
0 87224 58151
1 76664 91171
2 61774 48159
0 7697 88140
1 54095 63593
2 79666 25611
0 5147 85585
1 80207 84572
2 18147 81321
2 14639 71270
2 96992 2250
2 924 68604
0 99387 8894
1 76100 6003
0 21511 55945
2 27944 45103
1 2107 95001
2 81560 64920
1 26501 61893
1 92359 14713
1 92999 58039
0 16533 34195
2 69770 67557
1 78937 20113
1 76345 94806
1 68151 96396
0 59903 28045
2 6555 60585
2 8419 28702
1 393 4848
2 66619 84108
2 35707 82037
2 94088 91989
2 13650 8588
1 27892 12610
0 33261 11193
0 51590 75420
2 37059 81963
1 51501 41390
0 51058 57928
2 59210 10209
2 26101 28699
1 93106 94044
0 39600 8946
1 39638 19686
2 99763 68963
0 62777 89503
1 54170 17408
2 76214 70957
1 15220 43993
2 70183 29842
0 93653 68095
2 28914 4459
2 85315 81481
1 33323 17501
2 76244 25718
1 83112 21592
1 31935 52948
0 24424 49154
0 44436 92843
2 51657 99370
1 3617 74926
2 95442 11915
2 26227 41995
0 49596 37799
2 86100 48961
0 55574 67370
2 66536 16273
2 4534 56176
0 18643 32520
0 88764 9303
2 89445 52496
2 76291 22696
0 73473 54653
1 72698 56748
0 62279 96536
0 59021 40856
1 46080 14911
1 85239 72272
1 84592 22331
1 6711 65492
2 73582 3242
1 5625 61677
0 76986 67392
2 7628 25689
0 75460 42225
2 11072 10566
1 13439 42053
2 584 35282
1 67985 77939
2 4374 73883
1 50161 54449
0 96672 21918
0 94389 9245
1 18670 78845
2 17926 52591
0 76681 61300
0 13038 68049
0 63921 54687
2 893 32943
1 30240 32172
1 9009 79253
1 1649 33942
2 53891 78624
2 72317 84989
0 62432 91082
1 10415 45038
0 79599 30585
1 17379 56232
1 36759 98380
0 52885 90177
0 43486 83203
2 19354 28969
0 99625 6050
0 50171 82879
1 42937 15683
2 52260 35003
1 12781 85717
0 21610 70943
1 75034 91300
1 43041 23959
2 63811 43800
0 76051 50892
0 57649 95148
1 90686 42222
0 31253 42224
0 70334 1290
2 53277 30869
1 52858 3226
0 55615 30574
2 96738 64599
2 26589 61052
0 40485 10925
1 10461 39771
2 8186 92784
2 7498 41631
1 84694 31292
1 41884 11351
0 45485 95030
1 32335 29185
2 9157 69399
0 94557 16977
1 6138 51698
1 98650 34908
1 67534 23946
0 95783 57439
2 3514 16975
1 27684 42971
2 41201 28786
2 99802 979
2 10877 37856
1 41514 21276
2 86732 68600
0 33188 60106
1 21433 85610
0 79733 39782
0 40920 43847
2 13254 55294
1 88148 61026
0 95564 18738
0 2346 84160
2 91005 78784
0 81104 60598
1 70293 5968
2 69349 51496
1 84369 10943
0 90251 47943
1 8521 23977
0 23489 30811
2 56463 70141
2 38625 89566
1 867 81315
0 72548 71098
1 7617 62161
0 80716 903
0 70537 88849
2 2784 24405
2 63506 78075
0 23091 77793
2 98745 99591
2 14792 94545
0 59824 57062
1 73673 57587
1 60013 30020
0 3046 71025
1 99069 51323
0 39302 49776
1 49098 67847
1 96009 58922
0 18985 7296
1 17133 45639
2 55872 44418
0 16006 48705
1 79349 19733
2 25021 45761
1 18032 20183
0 32491 11016
0 35358 28611
1 19823 9877
2 26162 58934
1 81304 93088
2 8564 33187
1 60323 31161
0 11833 77690
2 87731 5541
0 86267 90956
2 4941 99895
1 82223 96939
0 80581 60926
2 81760 68688
2 5863 75393
0 18010 95175
0 80308 84758
0 37286 17873
1 73582 87450
1 11811 84199
0 39521 93126
0 87433 39022
1 44174 85126
0 53096 18990
0 3959 96242
1 87535 59218
0 87401 23244
1 35036 19469
2 7264 47439
1 87994 58655
2 92464 70046
1 35085 98276
0 10814 11151
1 30482 89833
0 36740 13406
2 78743 25676
1 11932 89699
2 76551 62178
0 72981 67183
0 673 9734
2 608 42118
0 55427 32712
0 46971 36843
1 79 72041
2 75130 83761
0 26243 55091
0 19215 22454
2 84066 61170
2 17161 7268
0 12561 19908
2 90237 43494
1 65106 14794
1 61706 24132
2 61835 68348
1 49285 19846
1 34582 41251
1 49757 66817
1 18135 7493
0 35573 3854
0 71015 80203
2 24260 2899
0 84786 25220
1 13652 55436
1 8852 74679
2 75923 63725
1 25333 71187
0 66734 12742
2 8181 64057
0 33291 64547
0 19332 71224
1 76232 63621
1 57497 91794
1 3021 67919
0 50877 88481
2 69522 63617
0 16807 23828
0 50870 21371
0 41608 89092
